# Chunk-averaged data for fix dens_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass
1000 100 7050.000000000001
  76 0.755 1.54 0.00963707
  77 0.765 3.17 0.0200693
  78 0.775 5.58 0.0352944
  79 0.785 0.25 0.00172966
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 2.68 0.0168171
  83 0.825 0.32 0.00221397
  84 0.835 1.05 0.00667814
  85 0.845 7.48 0.0471634
  86 0.855 5.87 0.038077
  87 0.865 5.76 0.0360568
  88 0.875 3.84 0.0242736
  89 0.885 0 0
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 2.69 0.0174038
  93 0.925 6.52 0.0411425
  94 0.935 4.56 0.0280994
  95 0.945 2.28 0.0151018
  96 0.955 6.29 0.0396719
  97 0.965 1.86 0.0122133
  98 0.975 2.57 0.0160561
  99 0.985 0.23 0.00159129
  100 0.995 0.08 0.000553492
2000 100 7049.999999999998
  1 0.005 0.52 0.00347696
  2 0.015 3.9 0.0253614
  3 0.025 10.4 0.0649856
  4 0.035 5.31 0.0339611
  5 0.045 1.19 0.00764675
  6 0.055 1.55 0.009758
  7 0.065 1.45 0.00927312
  8 0.075 0 0
  9 0.085 1.09 0.0073861
  10 0.095 1.91 0.011645
  11 0.105 0.5 0.00314885
  12 0.115 1.58 0.0100518
  13 0.125 3.54 0.0222325
  14 0.135 5.47 0.0344643
  15 0.145 3.11 0.0200164
  16 0.155 3.8 0.0242728
  17 0.165 1.67 0.0107262
  18 0.175 1.97 0.0123361
  19 0.185 2.23 0.0141005
  20 0.195 0.13 0.000899425
  21 0.205 0.89 0.00553666
  22 0.215 2.08 0.0132869
  23 0.225 0.03 0.00020756
  24 0.235 0 0
  25 0.245 0 0
  26 0.255 0.05 0.000345933
  27 0.265 3.7 0.0237189
  28 0.275 5.02 0.0314372
  29 0.285 3.23 0.0206224
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 0 0
  33 0.325 1.52 0.00986091
  34 0.335 26.39 0.171286
  35 0.345 139.11 0.880507
  36 0.355 202.72 1.28207
  37 0.365 209.97 1.33219
  38 0.375 206.13 1.30813
  39 0.385 228.69 1.44924
  40 0.395 215.27 1.36581
  41 0.405 217.37 1.37653
  42 0.415 230.65 1.46708
  43 0.425 222.79 1.41103
  44 0.435 224.79 1.42698
  45 0.445 238.22 1.51209
  46 0.455 226.14 1.43664
  47 0.465 224.47 1.42374
  48 0.475 235.36 1.49165
  49 0.485 221.68 1.40595
  50 0.495 205.37 1.30308
  51 0.505 203.33 1.29055
  52 0.515 215.7 1.36877
  53 0.525 222.48 1.41207
  54 0.535 231.2 1.46293
  55 0.545 236.74 1.50401
  56 0.555 231.89 1.47288
  57 0.565 222.52 1.40921
  58 0.575 225.69 1.43385
  59 0.585 235.64 1.49336
  60 0.595 235.2 1.49233
  61 0.605 212.42 1.34821
  62 0.615 216.23 1.37114
  63 0.625 226.5 1.43295
  64 0.635 211.09 1.34113
  65 0.645 190.38 1.20927
  66 0.655 104.16 0.659881
  67 0.665 5.19 0.0342002
  68 0.675 0 0
  69 0.685 0 0
  70 0.695 0 0
  71 0.705 0.83 0.00574248
  72 0.715 2.39 0.0147245
  73 0.725 3.74 0.023668
  74 0.735 6.04 0.03827
  75 0.745 2 0.0127507
  76 0.755 0 0
  77 0.765 0.33 0.00211067
  78 0.775 5.52 0.0344136
  79 0.785 3.15 0.0205691
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 3 0.0190311
  83 0.825 1.12 0.00712795
  84 0.835 4.72 0.0298273
  85 0.845 4.21 0.0267645
  86 0.855 6.64 0.0423522
  87 0.865 5.42 0.0342909
  88 0.875 1.89 0.0118861
  89 0.885 0 0
  90 0.895 0.07 0.000484306
  91 0.905 2.29 0.0144638
  92 0.915 0.9 0.00588182
  93 0.925 4.24 0.0269548
  94 0.935 5.05 0.0316792
  95 0.945 2.45 0.0156916
  96 0.955 2.67 0.0170239
  97 0.965 5 0.0316265
  98 0.975 1.55 0.00991324
  99 0.985 2.9 0.018391
  100 0.995 2.56 0.0159869
3000 100 7049.999999999997
  1 0.005 2.43 0.0157774
  2 0.015 4.73 0.0296378
  3 0.025 5.39 0.0336349
  4 0.035 3.97 0.0257422
  5 0.045 1.39 0.00896149
  6 0.055 1.49 0.00923939
  7 0.065 1.08 0.00690295
  8 0.075 2.13 0.0135811
  9 0.085 0.88 0.00584694
  10 0.095 4.02 0.025243
  11 0.105 1.1 0.00697233
  12 0.115 1.2 0.00790567
  13 0.125 3.8 0.0238934
  14 0.135 4.05 0.0254333
  15 0.145 4.74 0.0302416
  16 0.155 3.2 0.0203286
  17 0.165 1.68 0.0107264
  18 0.175 2.33 0.0146888
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0.81 0.00506941
  23 0.225 2.1 0.013339
  24 0.235 0.09 0.000622679
  25 0.245 0 0
  26 0.255 0 0
  27 0.265 3.35 0.0213492
  28 0.275 3.77 0.0240998
  29 0.285 4.88 0.0306756
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 0.66 0.00423859
  33 0.325 15.12 0.0959858
  34 0.335 93.99 0.594279
  35 0.345 170.52 1.08304
  36 0.355 189.6 1.20328
  37 0.365 203.49 1.28848
  38 0.375 208.9 1.32817
  39 0.385 200.51 1.27019
  40 0.395 216.13 1.36795
  41 0.405 199.29 1.26877
  42 0.415 214.21 1.3561
  43 0.425 206.26 1.31331
  44 0.435 214.99 1.35951
  45 0.445 224.95 1.4292
  46 0.455 219.26 1.38859
  47 0.465 219.08 1.39352
  48 0.475 228.17 1.44782
  49 0.485 233.53 1.48052
  50 0.495 210.59 1.33919
  51 0.505 218.09 1.37977
  52 0.515 225.53 1.4299
  53 0.525 224.26 1.42513
  54 0.535 225.73 1.42442
  55 0.545 220.48 1.40258
  56 0.555 226.51 1.44002
  57 0.565 214.57 1.36028
  58 0.575 205.16 1.29978
  59 0.585 218.43 1.385
  60 0.595 205.94 1.30683
  61 0.605 212.54 1.34811
  62 0.615 216.83 1.37559
  63 0.625 205.07 1.30361
  64 0.635 202.13 1.28321
  65 0.645 205.19 1.29586
  66 0.655 164.96 1.04778
  67 0.665 42.03 0.268523
  68 0.675 0.3 0.0020756
  69 0.685 0 0
  70 0.695 0 0
  71 0.705 1.4 0.00927215
  72 0.715 5.17 0.0323025
  73 0.725 2.26 0.014446
  74 0.735 2.63 0.0163677
  75 0.745 1.33 0.00882234
  76 0.755 1.26 0.00788958
  77 0.765 0.95 0.00605527
  78 0.775 0.97 0.00653861
  79 0.785 5.73 0.0357802
  80 0.795 2.3 0.0147745
  81 0.805 0.69 0.00465313
  82 0.815 4.28 0.0269038
  83 0.825 1.03 0.00650527
  84 0.835 4.26 0.0269724
  85 0.845 5.2 0.0331483
  86 0.855 5.44 0.034343
  87 0.865 6.1 0.0387541
  88 0.875 0 0
  89 0.885 0.62 0.0039101
  90 0.895 2.27 0.01436
  91 0.905 0.11 0.000761052
  92 0.915 0 0
  93 0.925 2.61 0.0163328
  94 0.935 5 0.0318335
  95 0.945 3.56 0.0225951
  96 0.955 0.91 0.00591651
  97 0.965 3.32 0.0206759
  98 0.975 4.19 0.0270746
  99 0.985 3.29 0.0206581
  100 0.995 5.51 0.0349653
4000 100 7050.000000000003
  1 0.005 6.88 0.0431502
  2 0.015 1.27 0.00863145
  3 0.025 3.19 0.0203457
  4 0.035 3.33 0.0208658
  5 0.045 1.97 0.0123534
  6 0.055 0.39 0.00250854
  7 0.065 2.48 0.0157611
  8 0.075 2.28 0.0144464
  9 0.085 3.36 0.0213321
  10 0.095 3.49 0.0220763
  11 0.105 0 0
  12 0.115 3.6 0.0224751
  13 0.125 2.67 0.0174551
  14 0.135 5.52 0.0345515
  15 0.145 5.59 0.0356395
  16 0.155 1.29 0.00839036
  17 0.165 2.16 0.0135299
  18 0.175 0.17 0.00117617
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0 0
  23 0.225 0.66 0.0041696
  24 0.235 2.16 0.0136162
  25 0.245 0.18 0.00124536
  26 0.255 0 0
  27 0.265 3 0.0190311
  28 0.275 1.58 0.0106038
  29 0.285 6.86 0.0426152
  30 0.295 0.56 0.00387445
  31 0.305 0 0
  32 0.315 5.78 0.0367816
  33 0.325 40.55 0.259129
  34 0.335 156.05 0.988153
  35 0.345 178.69 1.13199
  36 0.355 190.68 1.20862
  37 0.365 191.26 1.21444
  38 0.375 198.62 1.26343
  39 0.385 194.78 1.2349
  40 0.395 208.39 1.31795
  41 0.405 199.54 1.26657
  42 0.415 210.36 1.33469
  43 0.425 204.93 1.30222
  44 0.435 206.24 1.30939
  45 0.445 208 1.31844
  46 0.455 226.26 1.42907
  47 0.465 197.01 1.25617
  48 0.475 210.71 1.33466
  49 0.485 226.22 1.43407
  50 0.495 203.22 1.29453
  51 0.505 220.19 1.39307
  52 0.515 217.82 1.3808
  53 0.525 211.56 1.34475
  54 0.535 225.93 1.42927
  55 0.545 213.41 1.35677
  56 0.555 224.96 1.42621
  57 0.565 196.99 1.25321
  58 0.575 209.02 1.32466
  59 0.585 197.92 1.25707
  60 0.595 198.95 1.26337
  61 0.605 207.88 1.3132
  62 0.615 201.21 1.27221
  63 0.625 197.36 1.25673
  64 0.635 220.86 1.40038
  65 0.645 201.87 1.28016
  66 0.655 182.31 1.15868
  67 0.665 103.77 0.656837
  68 0.675 13.64 0.0876263
  69 0.685 0.06 0.000415119
  70 0.695 1.47 0.00939424
  71 0.705 3.82 0.0244974
  72 0.715 3.71 0.0232017
  73 0.725 0 0
  74 0.735 1.26 0.00838978
  75 0.745 1.74 0.0106413
  76 0.755 0 0
  77 0.765 0.54 0.00344285
  78 0.775 1.42 0.00901381
  79 0.785 4.43 0.0282004
  80 0.795 4.4 0.0278031
  81 0.805 6.46 0.0406411
  82 0.815 0.75 0.0050855
  83 0.825 2.81 0.0179236
  84 0.835 3.19 0.0201387
  85 0.845 5.33 0.0334267
  86 0.855 4.03 0.0258814
  87 0.865 5.29 0.033426
  88 0.875 1.7 0.0109683
  89 0.885 1.65 0.0104844
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 0 0
  93 0.925 3.39 0.0215742
  94 0.935 2.62 0.0165573
  95 0.945 2.66 0.0170927
  96 0.955 3.27 0.0204852
  97 0.965 1.26 0.0082173
  98 0.975 5.56 0.035363
  99 0.985 5.68 0.0355723
  100 0.995 3.92 0.0252583
5000 100 7050.000000000001
  1 0.005 3.24 0.0205019
  2 0.015 3.68 0.0234598
  3 0.025 2.52 0.0158826
  4 0.035 2.26 0.0139113
  5 0.045 3.72 0.0238056
  6 0.055 1.93 0.0125078
  7 0.065 1.1 0.00693783
  8 0.075 1.46 0.00923881
  9 0.085 1.53 0.00972312
  10 0.095 4.63 0.0294461
  11 0.105 3.45 0.022041
  12 0.115 3.92 0.0246373
  13 0.125 3.5 0.021973
  14 0.135 5.99 0.0377861
  15 0.145 3.01 0.0194798
  16 0.155 2.5 0.0159168
  17 0.165 0 0
  18 0.175 0 0
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0.46 0.0029756
  25 0.245 2.27 0.0141875
  26 0.255 0.27 0.00186804
  27 0.265 1.64 0.0103289
  28 0.275 3.25 0.0208988
  29 0.285 4.27 0.0268691
  30 0.295 2.84 0.0180276
  31 0.305 0.3 0.0020756
  32 0.315 14.08 0.0901186
  33 0.325 96.27 0.612468
  34 0.335 175.82 1.11452
  35 0.345 175.28 1.11042
  36 0.355 194.36 1.23287
  37 0.365 191.5 1.21657
  38 0.375 197.88 1.25243
  39 0.385 202.13 1.2823
  40 0.395 198.12 1.25642
  41 0.405 205.91 1.30497
  42 0.415 200.91 1.27482
  43 0.425 193.3 1.22907
  44 0.435 214.95 1.36151
  45 0.445 196.2 1.25
  46 0.455 216.84 1.37367
  47 0.465 195.28 1.23803
  48 0.475 192.19 1.22089
  49 0.485 207.12 1.30894
  50 0.495 184.52 1.17423
  51 0.505 205.56 1.30398
  52 0.515 206.98 1.30971
  53 0.525 198.92 1.26489
  54 0.535 205.27 1.30514
  55 0.545 214.59 1.35576
  56 0.555 205.38 1.30242
  57 0.565 204.1 1.29905
  58 0.575 203.36 1.28743
  59 0.585 192.48 1.21717
  60 0.595 204.78 1.30001
  61 0.605 201.21 1.27916
  62 0.615 202.46 1.28598
  63 0.625 209.68 1.32567
  64 0.635 207.31 1.31624
  65 0.645 196.76 1.24577
  66 0.655 189.96 1.20552
  67 0.665 156.08 0.991689
  68 0.675 40.52 0.258611
  69 0.685 7.59 0.0488387
  70 0.695 2.79 0.0176644
  71 0.705 0.26 0.00164361
  72 0.715 2.98 0.0188927
  73 0.725 0.02 0.000138373
  74 0.735 0 0
  75 0.745 2.69 0.0168863
  76 0.755 0.31 0.00214478
  77 0.765 0 0
  78 0.775 0.07 0.000484306
  79 0.785 3.86 0.0241877
  80 0.795 6.85 0.0437534
  81 0.805 2.47 0.015416
  82 0.815 6.55 0.0417123
  83 0.825 4.2 0.0266953
  84 0.835 1.33 0.00842563
  85 0.845 3.77 0.0238928
  86 0.855 5.94 0.0371642
  87 0.865 6.1 0.0392371
  88 0.875 0.86 0.00546709
  89 0.885 0 0
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 0 0
  93 0.925 3.59 0.0231131
  94 0.935 2.41 0.0149491
  95 0.945 0.03 0.00020756
  96 0.955 3.97 0.0249833
  97 0.965 4.99 0.0319886
  98 0.975 5.02 0.0316614
  99 0.985 4.19 0.0264709
  100 0.995 5.36 0.0341862
6000 100 7050
  1 0.005 1.22 0.00787156
  2 0.015 4.17 0.0258151
  3 0.025 3.34 0.0216077
  4 0.035 3.67 0.0236321
  5 0.045 5.1 0.0318527
  6 0.055 1.41 0.00913436
  7 0.065 0 0
  8 0.075 0 0
  9 0.085 0.46 0.00287211
  10 0.095 6.16 0.0393762
  11 0.105 6.32 0.0399657
  12 0.115 3.8 0.0240658
  13 0.125 4.26 0.0269379
  14 0.135 6.37 0.0402254
  15 0.145 2.53 0.0161761
  16 0.155 0.1 0.000691865
  17 0.165 0 0
  18 0.175 0 0
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0 0
  25 0.245 0.25 0.00171241
  26 0.255 2.22 0.0138933
  27 0.265 1.14 0.00723182
  28 0.275 4.72 0.030017
  29 0.285 0.83 0.00534577
  30 0.295 3.89 0.024585
  31 0.305 6.46 0.0410896
  32 0.315 33.79 0.216033
  33 0.325 134.74 0.854239
  34 0.335 175 1.10976
  35 0.345 203.69 1.29187
  36 0.355 191.01 1.21169
  37 0.365 200.49 1.26909
  38 0.375 193.78 1.23032
  39 0.385 195.77 1.24175
  40 0.395 201.95 1.28214
  41 0.405 200.25 1.27041
  42 0.415 199.55 1.26483
  43 0.425 191.84 1.22071
  44 0.435 205.26 1.29849
  45 0.445 190.33 1.21106
  46 0.455 193.3 1.22574
  47 0.465 186.52 1.17961
  48 0.475 181.36 1.15538
  49 0.485 197.33 1.24892
  50 0.495 171.05 1.09024
  51 0.505 200.44 1.26692
  52 0.515 186.49 1.18034
  53 0.525 193.46 1.22921
  54 0.535 185.43 1.17657
  55 0.545 200.6 1.26933
  56 0.555 194.01 1.23369
  57 0.565 200.16 1.26681
  58 0.575 194.57 1.23841
  59 0.585 201.61 1.27782
  60 0.595 192.3 1.22324
  61 0.605 206.66 1.30902
  62 0.615 212.81 1.34379
  63 0.625 192.28 1.22574
  64 0.635 209.76 1.33245
  65 0.645 206.9 1.30895
  66 0.655 198.52 1.25843
  67 0.665 181.33 1.15116
  68 0.675 81.51 0.516989
  69 0.685 17.31 0.109758
  70 0.695 1.33 0.00902932
  71 0.705 0 0
  72 0.715 2.63 0.0164712
  73 0.725 0.37 0.0025599
  74 0.735 0 0
  75 0.745 0.64 0.00428995
  76 0.755 2.36 0.0147412
  77 0.765 0.82 0.00524208
  78 0.775 1.74 0.0109173
  79 0.785 2.24 0.0146871
  80 0.795 4.45 0.0279765
  81 0.805 2.07 0.0129935
  82 0.815 3.15 0.0201034
  83 0.825 8.53 0.0538761
  84 0.835 3.3 0.020641
  85 0.845 4.34 0.0281124
  86 0.855 8.13 0.0512811
  87 0.865 3.23 0.0206052
  88 0.875 0 0
  89 0.885 0 0
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 1.15 0.00731826
  93 0.925 1.85 0.0117129
  94 0.935 3.66 0.0229937
  95 0.945 1.97 0.0127673
  96 0.955 0.82 0.00541457
  97 0.965 6.79 0.0424068
  98 0.975 4.17 0.0267982
  99 0.985 4.3 0.0271457
  100 0.995 4.38 0.0280269
7000 100 7049.999999999997
  1 0.005 2.66 0.0167305
  2 0.015 5.25 0.0333907
  3 0.025 2.57 0.0162458
  4 0.035 2.05 0.0129931
  5 0.045 5.46 0.0351023
  6 0.055 2.86 0.0177175
  7 0.065 0 0
  8 0.075 0 0
  9 0.085 0.7 0.00449809
  10 0.095 8.87 0.0562974
  11 0.105 3.47 0.0218862
  12 0.115 4.65 0.0294982
  13 0.125 4.7 0.0301201
  14 0.135 6.94 0.0433756
  15 0.145 0.67 0.0046355
  16 0.155 0 0
  17 0.165 0 0
  18 0.175 0 0
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0 0
  25 0.245 0 0
  26 0.255 0.43 0.00297502
  27 0.265 4.63 0.0291011
  28 0.275 1.27 0.00826924
  29 0.285 2.29 0.0141189
  30 0.295 3.69 0.023805
  31 0.305 14.74 0.0949263
  32 0.315 69.93 0.445116
  33 0.325 157.05 0.992139
  34 0.335 181.66 1.15661
  35 0.345 207.63 1.31404
  36 0.355 209.94 1.33257
  37 0.365 188.37 1.19759
  38 0.375 197.7 1.25232
  39 0.385 192.71 1.2224
  40 0.395 196.81 1.24544
  41 0.405 195.64 1.24392
  42 0.415 198.54 1.25974
  43 0.425 185.89 1.1796
  44 0.435 197.9 1.2515
  45 0.445 176.36 1.12048
  46 0.455 187.01 1.18802
  47 0.465 184.41 1.17081
  48 0.475 170.93 1.08186
  49 0.485 183.08 1.15968
  50 0.495 158.55 1.01561
  51 0.505 190.55 1.20085
  52 0.515 175.96 1.11531
  53 0.525 179.87 1.14193
  54 0.535 173.03 1.1012
  55 0.545 186.43 1.1807
  56 0.555 198.65 1.25927
  57 0.565 187.21 1.18977
  58 0.575 191.82 1.21352
  59 0.585 206.29 1.3088
  60 0.595 174.06 1.10824
  61 0.605 208.32 1.3198
  62 0.615 202.25 1.28222
  63 0.625 196.03 1.24582
  64 0.635 213.52 1.35008
  65 0.645 205.82 1.30509
  66 0.655 199.14 1.26563
  67 0.665 198.2 1.25466
  68 0.675 128.52 0.813499
  69 0.685 33.48 0.216078
  70 0.695 7.66 0.0485123
  71 0.705 0.03 0.00020756
  72 0.715 2.37 0.0146724
  73 0.725 0.63 0.00435875
  74 0.735 0 0
  75 0.745 0.15 0.0010378
  76 0.755 3.74 0.0233402
  77 0.765 2.11 0.0136842
  78 0.775 0 0
  79 0.785 3.43 0.0218854
  80 0.795 4.69 0.0292748
  81 0.805 0.88 0.00593318
  82 0.815 1.05 0.0065574
  83 0.825 2.62 0.0168677
  84 0.835 10.58 0.0668347
  85 0.845 7.94 0.0503633
  86 0.855 4.11 0.0258139
  87 0.865 3.7 0.0238742
  88 0.875 0 0
  89 0.885 0 0
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 4.09 0.0260033
  93 0.925 1.33 0.00830489
  94 0.935 2.15 0.013409
  95 0.945 1.53 0.0100681
  96 0.955 2.88 0.0183906
  97 0.965 3.02 0.0189798
  98 0.975 5.03 0.0315754
  99 0.985 5.66 0.0355547
  100 0.995 1.46 0.0100322
8000 100 7049.999999999999
  1 0.005 1.84 0.0119541
  2 0.015 4.35 0.0272329
  3 0.025 0.61 0.00392716
  4 0.035 1.03 0.00662601
  5 0.045 1.77 0.0111939
  6 0.055 8.54 0.053997
  7 0.065 0.66 0.00430758
  8 0.075 0.58 0.00361611
  9 0.085 5.78 0.0364194
  10 0.095 5.55 0.0354663
  11 0.105 0.96 0.00631419
  12 0.115 4.1 0.0260379
  13 0.125 6.39 0.0402776
  14 0.135 4.21 0.026592
  15 0.145 2.19 0.0140652
  16 0.155 0.24 0.00152249
  17 0.165 0 0
  18 0.175 0 0
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0 0
  25 0.245 0 0
  26 0.255 1.75 0.0111417
  27 0.265 1.25 0.00788939
  28 0.275 1.64 0.0104669
  29 0.285 3 0.0193416
  30 0.295 10.09 0.0644449
  31 0.305 33.17 0.210053
  32 0.315 107.36 0.681434
  33 0.325 162.98 1.0322
  34 0.335 201.29 1.27573
  35 0.345 189.12 1.20526
  36 0.355 211.96 1.33748
  37 0.365 191.4 1.21558
  38 0.375 198.07 1.26109
  39 0.385 185.17 1.17671
  40 0.395 201.01 1.27096
  41 0.405 197.13 1.25086
  42 0.415 189.6 1.19925
  43 0.425 177.33 1.12917
  44 0.435 182.31 1.15676
  45 0.445 191.87 1.21537
  46 0.455 178.56 1.13328
  47 0.465 162.97 1.03819
  48 0.475 169.68 1.07124
  49 0.485 173.04 1.09961
  50 0.495 152.13 0.970156
  51 0.505 174.39 1.10145
  52 0.515 168.49 1.06661
  53 0.525 156.19 0.994348
  54 0.535 169.47 1.07343
  55 0.545 180.05 1.13942
  56 0.555 194 1.23135
  57 0.565 184.2 1.16722
  58 0.575 202.53 1.28522
  59 0.585 183.92 1.16956
  60 0.595 193.85 1.22884
  61 0.605 191.08 1.21371
  62 0.615 198.36 1.25692
  63 0.625 194.18 1.23021
  64 0.635 204.49 1.29502
  65 0.645 196.01 1.2468
  66 0.655 199.98 1.26632
  67 0.665 196.89 1.24799
  68 0.675 161.56 1.02669
  69 0.685 82.86 0.526502
  70 0.695 14.8 0.0945135
  71 0.705 2.82 0.01801
  72 0.715 2.07 0.012614
  73 0.725 0.93 0.0064171
  74 0.735 1.1 0.00702407
  75 0.745 1.59 0.00991401
  76 0.755 0.38 0.00257734
  77 0.765 2.79 0.0175782
  78 0.775 2.38 0.0150865
  79 0.785 3.65 0.0231833
  80 0.795 1.49 0.00960161
  81 0.805 1.62 0.0101906
  82 0.815 3 0.0190311
  83 0.825 2.31 0.0149644
  84 0.835 6.94 0.0436688
  85 0.845 6.25 0.0396884
  86 0.855 6.41 0.0408471
  87 0.865 4.1 0.0258827
  88 0.875 0.86 0.0053291
  89 0.885 0.15 0.0010378
  90 0.895 0.95 0.00598627
  91 0.905 2.59 0.0165912
  92 0.915 2.44 0.0153464
  93 0.925 0 0
  94 0.935 1.76 0.0116249
  95 0.945 4.22 0.0263852
  96 0.955 3.02 0.0190832
  97 0.965 0 0
  98 0.975 1.16 0.00802564
  99 0.985 8.21 0.0515069
  100 0.995 4.83 0.0305711
9000 100 7049.999999999999
  1 0.005 0.95 0.00593453
  2 0.015 1.79 0.0115565
  3 0.025 2.59 0.0161772
  4 0.035 0.67 0.00439402
  5 0.045 0.03 0.00020756
  6 0.055 6.49 0.040452
  7 0.065 5.11 0.0332845
  8 0.075 7.36 0.0463677
  9 0.085 2.01 0.0129061
  10 0.095 2.05 0.0124584
  11 0.105 5.17 0.0332167
  12 0.115 3.59 0.0230269
  13 0.125 1.22 0.00763008
  14 0.135 4.03 0.0253984
  15 0.145 1.89 0.0121103
  16 0.155 1.84 0.0117299
  17 0.165 1.21 0.00764714
  18 0.175 0 0
  19 0.185 0 0
  20 0.195 0 0
  21 0.205 0 0
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0 0
  25 0.245 0.24 0.00166048
  26 0.255 2.76 0.0173706
  27 0.265 0 0
  28 0.275 0 0
  29 0.285 4.05 0.0264164
  30 0.295 21.7 0.137681
  31 0.305 51.48 0.327781
  32 0.315 150.8 0.955642
  33 0.325 176.88 1.12199
  34 0.335 195.85 1.23918
  35 0.345 187.97 1.19632
  36 0.355 187.95 1.19268
  37 0.365 196.32 1.24253
  38 0.375 194.99 1.23613
  39 0.385 191.46 1.21555
  40 0.395 189.71 1.20348
  41 0.405 192.69 1.2248
  42 0.415 191.44 1.21044
  43 0.425 176.02 1.11761
  44 0.435 174.84 1.11139
  45 0.445 184.11 1.16368
  46 0.455 174.87 1.11402
  47 0.465 159.76 1.01656
  48 0.475 168.33 1.06668
  49 0.485 149.92 0.950485
  50 0.495 157.37 1.00089
  51 0.505 160.21 1.01307
  52 0.515 162.86 1.03203
  53 0.525 141.34 0.8944
  54 0.535 163.17 1.03572
  55 0.545 177.82 1.12839
  56 0.555 188.12 1.19406
  57 0.565 173.42 1.09955
  58 0.575 192.38 1.22107
  59 0.585 189.05 1.19444
  60 0.595 191.83 1.22146
  61 0.605 193.16 1.22181
  62 0.615 194.9 1.237
  63 0.625 199.29 1.26657
  64 0.635 188.19 1.19739
  65 0.645 193.71 1.2251
  66 0.655 190.05 1.20679
  67 0.665 194.14 1.23162
  68 0.675 179.74 1.14
  69 0.685 123.29 0.779195
  70 0.695 34.33 0.220096
  71 0.705 8.98 0.0569895
  72 0.715 3.84 0.0250498
  73 0.725 3.79 0.0234964
  74 0.735 0.88 0.00562271
